0,0,1,2,3,0,1,2,2,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,33,34,35,36,37,38,39,40,41,41,42,48
1,1,1,2,3,0,1,2,2,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,33,34,35,36,37,38,39,40,41,41,42,48
1,2,2,2,3,0,1,2,2,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,42,44
1,2,3,3,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,3,4,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,5,5,6,7,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,6,6,7,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,2,7,2,3,6,7,7,7,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,7,8,8,8,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,7,8,9,9,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,10,10,11,12,13,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,11,11,12,13,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,2,7,2,3,6,7,12,7,8,11,12,12,12,13,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,7,8,13,8,11,12,13,13,13,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,7,8,9,14,11,12,13,14,14,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,15,15,16,17,18,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,16,16,17,18,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,2,7,2,3,6,7,12,7,8,11,12,17,12,13,16,17,17,17,18,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,7,8,13,8,11,12,13,18,13,16,17,18,18,18,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,7,8,9,14,11,12,13,14,19,16,17,18,19,19,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,20,15,16,17,18,20,20,21,22,23,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,21,16,17,18,21,21,21,22,23,20,21,22,23,24,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,2,7,2,3,6,7,12,7,8,11,12,17,12,13,16,17,22,17,18,21,22,22,22,23,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,7,8,13,8,11,12,13,18,13,16,17,18,23,18,21,22,23,23,23,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,7,8,9,14,11,12,13,14,19,16,17,18,19,24,21,22,23,24,24,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,20,15,16,17,18,25,20,21,22,23,25,25,26,27,28,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,21,16,17,18,21,26,21,22,23,26,26,26,27,28,25,26,27,28,29,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,2,7,2,3,6,7,12,7,8,11,12,17,12,13,16,17,22,17,18,21,22,27,22,23,26,27,27,27,28,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,7,8,13,8,11,12,13,18,13,16,17,18,23,18,21,22,23,28,23,26,27,28,28,28,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,7,8,9,14,11,12,13,14,19,16,17,18,19,24,21,22,23,24,29,26,27,28,29,29,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,20,15,16,17,18,25,20,21,22,23,30,25,26,27,28,30,30,31,32,33,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,21,16,17,18,21,26,21,22,23,26,31,26,27,28,31,31,31,32,33,30,31,31,37,38,35,36,37,38,39,40,41,41,42,48
1,2,7,2,3,6,7,12,7,8,11,12,17,12,13,16,17,22,17,18,21,22,27,22,23,26,27,32,27,28,31,32,32,32,33,30,31,32,33,34,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,7,8,13,8,11,12,13,18,13,16,17,18,23,18,21,22,23,28,23,26,27,28,33,28,31,32,33,33,33,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,7,8,9,14,11,12,13,14,19,16,17,18,19,24,21,22,23,24,29,26,27,28,29,34,31,32,33,34,34,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,20,15,16,17,18,25,20,21,22,23,30,25,26,27,28,35,30,31,32,33,35,35,36,37,38,35,36,37,38,39,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,21,16,17,18,21,26,21,22,23,26,31,26,27,28,31,36,31,32,33,36,36,36,37,38,35,36,37,38,39,40,41,41,42,48
1,6,7,2,3,6,11,12,7,8,11,16,17,12,13,16,21,22,17,18,21,26,27,22,23,26,31,32,27,28,31,37,37,32,33,36,37,37,37,38,35,36,37,38,39,40,41,42,42,48
1,2,8,8,3,6,11,8,13,8,11,16,13,18,13,16,21,18,23,18,21,26,23,28,23,26,31,28,33,28,31,37,33,38,33,36,37,38,38,38,35,36,37,38,39,40,41,42,43,44
1,2,8,4,9,6,11,8,9,14,11,16,13,14,19,16,21,18,19,24,21,26,23,24,29,26,31,28,29,34,31,37,33,34,39,36,37,38,39,39,35,36,37,38,39,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,20,15,16,17,18,25,20,21,22,23,30,25,26,27,28,35,30,31,32,33,40,35,36,37,38,40,40,41,42,43,40,41,41,42,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,21,16,17,18,21,26,21,22,23,26,31,26,27,28,31,36,31,32,33,36,41,36,37,38,41,41,41,42,43,40,41,41,42,48
1,6,7,2,3,6,11,12,7,8,11,16,17,12,13,16,21,22,17,18,21,26,27,22,23,26,31,32,27,28,31,37,37,32,33,36,37,42,37,38,41,42,42,42,43,40,41,42,42,48
1,2,8,8,3,6,11,8,13,8,11,16,13,18,13,16,21,18,23,18,21,26,23,28,23,26,31,28,33,28,31,37,33,38,33,36,37,38,43,38,41,42,43,43,43,40,41,42,43,44
1,2,8,4,9,6,11,8,9,14,11,16,13,14,19,16,21,18,19,24,21,26,23,24,29,26,31,28,29,34,31,37,33,34,39,36,37,38,39,44,41,42,43,44,44,40,41,42,43,44
5,0,1,2,3,10,5,6,7,8,15,10,11,12,13,20,15,16,17,18,25,20,21,22,23,30,25,26,27,28,35,30,31,32,33,40,35,36,37,38,45,40,41,42,43,45,45,46,47,48
1,6,1,2,3,6,11,6,7,8,11,16,11,12,13,16,21,16,17,18,21,26,21,22,23,26,31,26,27,28,31,36,31,32,33,36,41,36,37,38,41,46,41,42,43,46,46,46,47,48
1,6,7,2,3,6,11,12,7,8,11,16,17,12,13,16,21,22,17,18,21,26,27,22,23,26,31,32,27,28,31,36,37,32,33,36,41,42,37,38,41,47,47,42,43,46,47,47,47,48
1,6,7,8,3,6,11,12,13,8,11,16,17,18,13,16,21,22,23,18,21,26,27,28,23,26,31,32,33,28,31,37,37,38,33,36,37,42,43,38,41,42,48,48,43,46,47,48,48,48
1,6,8,4,9,6,11,12,9,14,11,16,17,14,19,16,21,22,19,24,21,26,27,24,29,26,31,32,29,34,31,37,37,34,39,36,37,42,39,44,41,42,48,44,49,46,47,48,49,49
